X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
99,267,228,0.000230928961799992,649088.442188098,736778.499180974,649132.752204514,736791.440237636,0.0503308188226,0.0500998898608,2020.20741934428,2020.20765027325,73200000,hCoV-19/Belgium/WVM-0317325/2020|EPI_ISL_462179|2020-03-17|Europe,Liège,Liège,4020,4020
100,268,229,0.01575901639,648709.277924221,736698.246161473,643108.226570906,733065.779875465,0.0967789062508,0.0810198898608,2020.23833934428,2020.25409836067,73200000,hCoV-19/Belgium/ULG-10079/2020|EPI_ISL_424639|2020-04-03|Europe,Liège,Liège,4020,4102
101,270,271,0.03247420878,635284.495776491,726752.442029642,635295.997717789,726542.068585914,0.0332198898642,0.000745681084199978,2020.15806513551,2020.19053934429,73200000,NA,Liège,Liège,4550,4120
102,270,287,1.42087765900301e-05,635284.495776491,726752.442029642,635284.368583682,726748.874042121,0.000759889860790008,0.000745681084199978,2020.15806513551,2020.15807934428,73200000,NA,Liège,Liège,4550,4550
104,272,273,1.14582410399855e-05,647575.763236621,736830.523351423,647578.984544876,736827.868404013,0.04942988986524,0.0494184316242,2020.20673788605,2020.20674934429,73200000,NA,Liège,Liège,4030,4030
105,272,274,0.00636145824099998,647575.763236621,736830.523351423,647642.302245823,743566.142539335,0.0557798898652,0.0494184316242,2020.20673788605,2020.21309934429,73200000,NA,Liège,Liège,4030,4621
107,274,235,0.04099901639,647642.302245823,743566.142539335,630221.359904181,737851.883201708,0.0967789062552,0.0557798898652,2020.21309934429,2020.25409836068,73200000,hCoV-19/Belgium/ULG-10065/2020|EPI_ISL_424635|2020-04-03,Liège,Liège,4621,4170
108,274,234,1.54098360199972e-05,647642.302245823,743566.142539335,647642.555138457,743565.123850164,0.05579529970122,0.0557798898652,2020.21309934429,2020.21311475412,73200000,hCoV-19/Belgium/ULG-8808/2020|EPI_ISL_418644|2020-03-19|Europe,Liège,Liège,4621,4621
109,287,250,0.06869661202,635284.368583682,726748.874042121,646388.458927152,761847.196626474,0.06945650188079,0.000759889860790008,2020.15807934428,2020.2267759563,73200000,hCoV-19/Belgium/ULG-0532/2020|EPI_ISL_447132|2020-03-24|Europe,Liège,Liège,4550,4830
110,297,288,6.44808751600057e-06,638771.346666006,741950.015344235,638756.158452148,741954.600437925,6.44808751600057e-06,0,2020.20217934426,2020.20218579235,73200000,hCoV-19/Belgium/ULG-6939/2020|EPI_ISL_417020|2020-03-15|Europe,Liège,Liège,4052,4052
111,297,298,0.00906,638771.346666006,741950.015344235,639385.352361647,741403.809417141,0.00906,0,2020.20217934426,2020.21123934426,73200000,NA,Liège,Liège,4052,4052
112,298,301,0.00187,639385.352361647,741403.809417141,646852.254175048,735131.555435457,0.01093,0.00906,2020.21123934426,2020.21310934426,73200000,NA,Liège,Liège,4052,4000
113,298,299,0.0054,639385.352361647,741403.809417141,639553.521930989,740907.105535846,0.01446,0.00906,2020.21123934426,2020.21663934426,73200000,NA,Liège,Liège,4052,4052
114,299,300,0.00132898136700001,639553.521930989,740907.105535846,642224.738110804,731611.966285091,0.015788981367,0.01446,2020.21663934426,2020.21796832563,73200000,NA,Liège,Liège,4052,4100
115,299,289,0.02653005464,639553.521930989,740907.105535846,630169.850829094,759229.504888721,0.04099005464,0.01446,2020.21663934426,2020.2431693989,73200000,hCoV-19/Belgium/ULG-10016/2020|EPI_ISL_421194|2020-03-30|Europe,Liège,Liège,4052,4900
116,300,290,0.00061090934279999,642224.738110804,731611.966285091,643118.103559974,733471.614761741,0.0163998907098,0.015788981367,2020.21796832563,2020.21857923497,73200000,hCoV-19/Belgium/ULG-9572/2020|EPI_ISL_418646|2020-03-21|Europe,Liège,Liège,4100,4102
117,300,291,0.00334314978,642224.738110804,731611.966285091,640068.83718707,733545.235128879,0.019132131147,0.015788981367,2020.21796832563,2020.22131147541,73200000,hCoV-19/Belgium/ULG-9751/2020|EPI_ISL_418666|2020-03-22|Europe,Liège,Liège,4100,4100
118,301,292,5.40983602100031e-06,646852.254175048,735131.555435457,646847.856599952,735132.906391621,0.010935409836021,0.01093,2020.21310934426,2020.2131147541,73200000,hCoV-19/Belgium/ULG-8541/2020|EPI_ISL_418636|2020-03-19|Europe,Liège,Liège,4000,4000
119,301,302,0.01784,646852.254175048,735131.555435457,642747.624639547,734183.849755663,0.02877,0.01093,2020.21310934426,2020.23094934426,73200000,NA,Liège,Liège,4000,4102
120,302,303,0.009781017819,642747.624639547,734183.849755663,652942.841476157,726196.226864218,0.038551017819,0.02877,2020.23094934426,2020.24073036208,73200000,NA,Liège,Liège,4102,4342
121,302,293,0.06413262295,642747.624639547,734183.849755663,632220.393360455,726850.544690341,0.09290262295,0.02877,2020.23094934426,2020.29508196721,73200000,hCoV-19/Belgium/ULG-10153/2020|EPI_ISL_447149|2020-04-18|Europe,Liège,Liège,4102,4163
122,303,294,0.002439036826,652942.841476157,726196.226864218,653251.923940317,726618.580781785,0.040990054645,0.038551017819,2020.24073036208,2020.24316939891,73200000,hCoV-19/Belgium/ULG-10036/2020|EPI_ISL_427344|2020-03-30|Europe,Liège,Liège,4342,4342
123,303,304,0.000218982181199999,652942.841476157,726196.226864218,652448.004214948,725941.753621836,0.0387700000002,0.038551017819,2020.24073036208,2020.24094934426,73200000,NA,Liège,Liège,4342,4340
124,304,296,0.01314901639,652448.004214948,725941.753621836,652477.857699623,725389.049283393,0.0519190163902,0.0387700000002,2020.24094934426,2020.25409836065,73200000,hCoV-19/Belgium/ULG-10078/2020|EPI_ISL_424637|2020-04-03|Europe,Liège,Liège,4340,4340
125,337,336,0.06674262295,632818.044751899,744765.498851793,632892.942212272,745389.178674622,0.06674262295,0,2020.22833934426,2020.29508196721,73200000,hCoV-19/Belgium/ULG-10150/2020|EPI_ISL_447147|2020-04-18|Europe,Liège,Liège,4141,4141
126,337,338,0.00183999999999999,632818.044751899,744765.498851793,632621.722468264,744840.802359855,0.00183999999999999,0,2020.22833934426,2020.23017934426,73200000,NA,Liège,Liège,4141,4141
127,346,339,0.02496721311,631565.170275973,737496.33678568,631271.485946549,737047.800284112,0.02496721311,0,2020.45863934428,2020.48360655739,73200000,hCoV-19/Belgium/ULG-10238/2020|EPI_ISL_498144|2020-06-26|Europe,Liège,Liège,4140,4140
128,355,352,0.02206897419,644725.675869749,729930.39103699,644916.608071857,722263.045275548,0.02206897419,0,2020.46153758319,2020.48360655738,73200000,hCoV-19/Belgium/ULG-10239/2020|EPI_ISL_498145|2020-06-26,Liège,Liège,4100,4400
